incident_id,external_case_id,year,month,country,site,location,activity,hazard_category,cause_category,severity_level,recurrence_frequency,risk_score,risk_level_label,recommendation_summary,needs_human_review
251becc6-45be-42f7-8f5e-168604fc6be5,154676,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Environmental Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
5e7d11e1-a190-424f-ac40-7e3bef8cea56,154677,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Environmental Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
58aaf75c-76aa-4486-b616-ae411e55b222,154678,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Chemical Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
6f9931e1-e393-44a7-9dbd-def2ba4645c8,154679,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Environmental Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
5b451264-27e3-46e6-91d5-2e7044bc2de4,154680,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
3866c5c2-f7bd-4b6c-8d00-5ce6d02c1116,154681,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
99ae033f-e83e-4b62-a1eb-2b3f0f17b39a,154691,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Chemical Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Contain exposure, verify storage/labeling, and review spill controls. Owner: EHS. Timeframe: 90 days.",True
7d3d9c86-1ba8-42b8-81e7-35259708df7a,154692,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Environmental Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,Contain environmental exposure and verify waste/emission controls. Owner: EHS. Timeframe: 90 days.,True
44aa5610-2b50-4a0e-bc7f-da0725395008,154693,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Physical Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: Facilities. Timeframe: 90 days.,True
e7672bc9-eced-4c79-a56f-57fc0c45208a,154694,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Environmental Hazards,Maintenance Management,Unknown,Unknown,,Unknown,Contain environmental exposure and verify waste/emission controls. Owner: EHS. Timeframe: 90 days.,True
d555ed3e-b249-40ed-8d91-1a8e0ec46dce,154695,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Environmental Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,Contain environmental exposure and verify waste/emission controls. Owner: EHS. Timeframe: 90 days.,True
0b566571-2323-45fc-9252-05b4692da892,154737,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Ergonomic,Ergonomic Hazards,Human Factors,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
dc7f42f3-2f66-48eb-89e5-61d67f807fe5,154773,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Manual material handling,Electrical Hazards,Human Factors,High,Unknown,,Unknown,Isolate electrical exposure and complete a qualified inspection. Owner: Maintenance. Timeframe: 90 days.,True
ff8fb383-c6e6-4101-bfd1-4f488b480133,154782,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Procedures,Medium,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Facilities. Timeframe: 90 days.,True
502cd8a1-4501-49e5-b696-3201ae4cda3c,154809,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Machining & Assembly,Electrical Hazards,Facilities and equipment,High,Unknown,,Unknown,Isolate electrical exposure and complete a qualified inspection. Owner: Maintenance. Timeframe: 90 days.,True
cf6f1aee-7b57-4b75-8f1d-64743b4f6859,154810,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Manual material handling,Ergonomic Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
da2a31fb-dd62-4d9a-a3db-5530b80d8f13,154813,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Repair & Maintenance,Electrical Hazards,Procedures,High,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Maintenance. Timeframe: 90 days.,True
53b2cc22-934c-4101-bc96-ac5a47c87c46,154897,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Process Safety / Operational Hazards,Human Factors,Very low,0 - 14 days,5,Low,"Review operating limits, alarms, and critical process controls. Owner: EHS. Timeframe: 90 days.",False
c98719e1-b7a0-4201-b531-69b023d59d7d,154897,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Process Safety / Operational Hazards,Human Factors,Very low,0 - 14 days,5,Low,"Review operating limits, alarms, and critical process controls. Owner: EHS. Timeframe: 90 days.",False
7f2e7493-eff5-42c6-af1f-f2f7a271d782,154904,2025,1,Poland,Grodzisk Mazowiecki,Poland - Grodzisk Mazowiecki - Ul. Chrzanowska 5,Other,Physical Hazards,Personal Protective Equipment,Unknown,Unknown,,Unknown,Confirm PPE requirements and availability. Owner: Facilities. Timeframe: 90 days.,True
59489bdb-6858-4418-9dbd-750d9499c590,154917,2025,1,Denmark,Silkeborg,Denmark - Silkeborg - Haarupvaenget 11,Other,Environmental Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,Contain environmental exposure and verify waste/emission controls. Owner: EHS. Timeframe: 90 days.,True
1c886309-b9f4-47f7-af4f-d1ecdccb54b3,154965,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Physical Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Remove slip/trip exposure, improve signage, and verify housekeeping controls. Owner: Facilities. Timeframe: 90 days.",True
760d7706-05b4-4d8a-99f5-3146d1d97a80,154995,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Physical Hazards,Workplace Design,Very low,0 - 14 days,5,Low,"Remove slip/trip exposure, improve signage, and verify housekeeping controls. Owner: Facilities. Timeframe: 90 days.",False
9753d8fa-3d08-417d-9ab2-df3f5fdcebf3,154995,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Workplace Design,Very low,0 - 14 days,5,Low,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",False
d841869e-b494-47c9-82ba-1272315e74f4,154995,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Workplace Design,Very low,0 - 14 days,5,Low,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",False
073070b6-933f-43ce-ac57-7d1cf8083ebb,154995,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Facilities and equipment,Very low,0 - 14 days,5,Low,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",False
53fa7f3d-1e05-4e29-83fb-843039e0ce7e,154995,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Facilities and equipment,Very low,0 - 14 days,5,Low,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",False
ae56b573-352e-48ef-9ce3-487c908ca990,154995,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Facilities and equipment,Very low,0 - 14 days,5,Low,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",False
7cabb3a8-ecaf-4791-818a-ee0224e2628c,154997,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Maintenance Management,Low,0 - 14 days,25,Medium,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 30 days.",False
c61a45b2-895e-4ce3-b1a8-efee04350df5,154999,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Building & Property conditions,Physical Hazards,Facilities and equipment,Very low,0 - 14 days,5,Low,"Remove slip/trip exposure, improve signage, and verify housekeeping controls. Owner: Facilities. Timeframe: 90 days.",False
3d412fa3-921f-4171-b2e6-ce310828b887,155000,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Ergonomic,Mechanical / Equipment Hazards,Workplace Design,Low,14 days - 6 months,20,Medium,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 30 days.",False
ed22bef5-be29-4d55-85c9-5a72b06890f8,155077,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Repair & Maintenance,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
d93307a0-1343-4e1f-90f4-fa0db091fb72,155097,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Repair & Maintenance,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
b4b9afe4-737c-4492-b61a-9db0dde5f34d,155099,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Repair & Maintenance,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
bdb45080-8c88-496f-a31e-25c9a9294dce,155129,2025,1,Poland,Grodzisk Mazowiecki,Poland - Grodzisk Mazowiecki - Ul. Chrzanowska 5,Repair & Maintenance,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
82b5c794-2544-4abb-b937-64f9f4bca364,155143,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Machining & Assembly,Mechanical / Equipment Hazards,Human Factors,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
1d3a309f-f162-434e-a0ed-fc8c9b50f918,155144,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Ergonomic,Ergonomic Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
eb702585-2293-473e-b0c0-65c6f01aef10,155187,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Manual material handling,Fire & Explosion Hazards,Housekeeping,High,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
61f29b66-c3f0-45d6-98b6-c04aea3db5ef,155187,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Other,Fire & Explosion Hazards,Housekeeping,High,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
34692ab1-5dac-4dfc-be80-a4df3e58ceca,155188,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Manual material handling,Ergonomic Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
c0c4088e-4e33-4b6e-85ee-472944b3990b,155188,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Other,Ergonomic Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
766f59d3-868a-4b0c-88df-41655b6e9ec9,155188,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Traffic,Ergonomic Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
efa5312b-6f69-4273-a2d3-cc188b74c95e,155188,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Walking / working surfaces,Ergonomic Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
1a0a3852-bd9c-4609-afe9-5a8872aa062e,155189,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Manual material handling,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
8fc61e23-098a-4786-8f5f-ccc20876068c,155189,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Other,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
3e40b2ec-1f88-4e11-92f2-9f8d941f01ea,155189,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Traffic,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
3be7a828-dc9b-4f0c-8ce6-db0d2548db1a,155189,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Walking / working surfaces,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
642671a4-1873-494a-ae3d-209a6dd35b95,155234,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Vehicle & Traffic Hazards,Workplace Design,Unknown,Unknown,,Unknown,Separate pedestrians from mobile equipment and review traffic rules. Owner: EHS. Timeframe: 90 days.,True
991f77e1-4956-4e42-8f5f-67ea81af17a5,155235,2025,1,India,Vadodara_Taluka,"India - Vadodara_Taluka - E/1, GIDC - SAVLI",Repair & Maintenance,Electrical Hazards,Procedures,High,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Maintenance. Timeframe: 90 days.,True
b119ba38-ad68-450c-8c07-6c7e743ab506,155236,2025,1,India,Vadodara_Taluka,"India - Vadodara_Taluka - E/1, GIDC - SAVLI",Repair & Maintenance,Electrical Hazards,Housekeeping,High,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: Maintenance. Timeframe: 90 days.,True
f7f598de-fd59-42bc-8f03-fd9dddd14af4,155240,2025,1,India,Vadodara_Taluka,"India - Vadodara_Taluka - E/1, GIDC - SAVLI",Other,Physical Hazards,Procedures,Unknown,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Facilities. Timeframe: 90 days.,True
c1f2b32d-5afb-4e0e-885e-7c2cce480aca,155241,2025,1,India,Vadodara_Taluka,"India - Vadodara_Taluka - E/1, GIDC - SAVLI",Walking / working surfaces,Ergonomic Hazards,Pedestrian,Unknown,Unknown,,Unknown,"Review work method, posture, load, and task rotation controls. Owner: Facilities. Timeframe: 90 days.",True
7d9a7834-dcb1-4437-822f-95f8df498d40,155245,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Manual material handling,Chemical Hazards,Facilities and equipment,Unknown,14 days - 6 months,,Unknown,"Contain exposure, verify storage/labeling, and review spill controls. Owner: EHS. Timeframe: 90 days.",True
6ce110dd-a7ed-418d-9711-a518d4e3f7b8,155252,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Manual material handling,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
50ef434f-116e-4fef-92a8-bfd6deea4853,155255,2025,1,Denmark,Nordborg,Denmark - Nordborg - Nordborgvej 81,Walking / working surfaces,Ergonomic Hazards,Housekeeping,Unknown,Less often,,Unknown,Add housekeeping checks and clear the affected area. Owner: Facilities. Timeframe: 90 days.,True
c1dc367e-65dd-4530-a3ac-d57c4e47f3fa,155259,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
f76f42ca-1f11-460a-bbe7-885a6140ff45,155260,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
422ee6a1-617d-433a-b239-47896e47270b,155262,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
b9d3c641-b8a9-41ae-8de8-a50d1cf8f7c1,155263,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
ea5d09ab-2c17-45ec-b2bd-7e8d4878fcb2,155265,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Electrical Hazards,Workplace Design,High,Unknown,,Unknown,Isolate electrical exposure and complete a qualified inspection. Owner: Maintenance. Timeframe: 90 days.,True
a994301a-bc92-4519-8344-651d1b350225,155266,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
f43e0f72-c192-4332-8b08-bf1cecf2f206,155267,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Electrical Hazards,Workplace Design,High,Unknown,,Unknown,Isolate electrical exposure and complete a qualified inspection. Owner: Maintenance. Timeframe: 90 days.,True
21a929ba-b97d-4b98-98ee-440231845053,155300,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Unknown,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
b3caea1d-19d7-4db9-9c1c-963e0f2d2d41,155301,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
034ab2ab-13cd-458e-87df-ca731c996a61,155302,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Workplace Design,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
53d70ade-bb94-462d-8bcb-3378c6dfd1b5,155305,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Process Safety / Operational Hazards,Procedures,High,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Production. Timeframe: 90 days.,True
4ea90a5b-d7a9-49c4-886d-12ca6543676f,155306,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Process Safety / Operational Hazards,Procedures,High,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Production. Timeframe: 90 days.,True
1ac20fca-8c04-4c7b-8734-9609c8a62ef9,155308,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Process Safety / Operational Hazards,Procedures,High,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Production. Timeframe: 90 days.,True
787fc9cd-2f21-4cc9-ac11-fb57bab28cb0,155310,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Chemical Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: EHS. Timeframe: 90 days.,True
8f74b542-3c66-4692-9bff-a730738b815a,155312,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
a084ef1e-68d0-459a-bc56-72603f54da66,155313,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
1dff1c38-212d-48c0-9595-a1aa6a63d5da,155314,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Unknown,Procedures,Unknown,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Production. Timeframe: 90 days.,True
fb81b2dd-5240-4775-9538-50fed5ab03d1,155315,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Process Safety / Operational Hazards,Procedures,High,Unknown,,Unknown,Update the work instruction and confirm the procedure is followed. Owner: Production. Timeframe: 90 days.,True
5b695c86-1a8d-4512-a534-d5fcf5af022c,155316,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Facilities and equipment,Unknown,Unknown,,Unknown,"Inspect guarding, isolate unsafe equipment, and confirm lockout controls. Owner: Maintenance. Timeframe: 90 days.",True
b4c91451-d9e9-4bae-8b2d-c28cc5d25cd5,155317,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Chemical Hazards,Maintenance Management,Unknown,Unknown,,Unknown,"Contain exposure, verify storage/labeling, and review spill controls. Owner: EHS. Timeframe: 90 days.",True
85044403-86ab-46d7-af41-70af0b2dcae3,155318,2025,1,India,Chennai,India - Chennai - Oragadam A19/2 SIPCOT,Other,Mechanical / Equipment Hazards,Housekeeping,Unknown,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: Maintenance. Timeframe: 90 days.,True
bbf01d9d-ed2d-4d96-8afb-4f30ceaad345,155325,2025,1,China,Wuqing,China - Wuqing - Quanhui Road No.9,Repair & Maintenance,Physical Hazards,Housekeeping,Medium,Unknown,,Unknown,Add housekeeping checks and clear the affected area. Owner: Facilities. Timeframe: 90 days.,True
